#  
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2012-12-06T05:21:17 [V1.91 (20-Jun-2012)]
#   In case of problem, please report to: question@simbad.u-strasbg.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.91 (20-Jun-2012) 
#INFO -ref=VIZ50bff3cc1bb5 
#INFO -out.max=unlimited 
#INFO queryParameters=20 
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/MNRAS/403/1413&tab:{J/MNRAS/403/1413/yields}&key:source=J/MNRAS/403/1413/yields&HTTPPRM:&-ref=VIZ50bff3cc1bb5&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&-meta.foot=1&-meta=1&-meta.ucd=2&-file=.&-meta=1&-usenav=1&
#-source=J/MNRAS/403/1413/yields
#-order=I
#-out=M0
#-out=Mix
#-out=Z0
#-out=M1
#-out=El
#-out=A
#-out=Yield
#-out=M(i)lost
#-out=M(i)0
#-out=<X(i)>
#-out=X0(i)
#-out=f
#

#RESOURCE=yCat_74031413
#Name: J/MNRAS/403/1413
#Title: Updated stellar yields from AGB models (Karakas, 2010)
#Table J_MNRAS_403_1413_yields:
#Name: J/MNRAS/403/1413/yields
#Title: Stellar yields {\em (tables A2, A3, A4, A5 and A6 of paper)}
#---Details of Columns:
    M0 (solMass)       (F5.2)  [1/6.5] Initial mass [ucd=phys.mass]
    Mix                (A1)    Partial mixing zones: {\bf y}es (in original table A6) or {\bf n}o [ucd=stat.param]
    Z0                 (F7.4)  Initial metallicity [ucd=phys.abund.Z]
    M1 (solMass)       (F6.3)  Final mass (1) [ucd=phys.mass]
    El                 (a4)    Species i (2) [ucd=phys.atmol.element]
    A                  (I2)    Atomic mass of the species i [ucd=phys.mass]
    Yield (solMass)    (D9.2)  Net yield [ucd=phys.composition.yield]
    M(i)lost (solMass) (D9.2)  Mass of species i lost in the wind [ucd=phys.mass]
 1.00 n  0.0200  0.564 C    14  7.34e-28  7.34e-28  0.00e+00  1.68e-27  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 N    14  1.80e-04  6.62e-04  4.82e-04  1.52e-03  1.11e-03  1.37e-01
 1.00 n  0.0200  0.564 N    15 -5.13e-07  1.39e-06  1.90e-06  3.19e-06  4.37e-06 -1.37e-01
 1.00 n  0.0200  0.564 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 O    16 -1.79e-06  4.19e-03  4.19e-03  9.60e-03  9.61e-03 -2.36e-04
 1.00 n  0.0200  0.564 O    17  3.21e-07  2.02e-06  1.70e-06  4.63e-06  3.89e-06  7.53e-02
 1.00 n  0.0200  0.564 O    18 -4.23e-07  9.03e-06  9.46e-06  2.07e-05  2.17e-05 -1.99e-02
 1.00 n  0.0200  0.564 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 F    19  1.85e-10  1.77e-07  1.77e-07  4.06e-07  4.06e-07  4.05e-04
 1.00 n  0.0200  0.564 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Ne   20  1.07e-08  7.07e-04  7.07e-04  1.62e-03  1.62e-03 -4.35e-05
 1.00 n  0.0200  0.564 Ne   21  1.12e-09  1.80e-06  1.80e-06  4.13e-06  4.13e-06  2.21e-04
 1.00 n  0.0200  0.564 Ne   22 -1.32e-07  5.67e-05  5.68e-05  1.30e-04  1.30e-04 -1.06e-03
 1.00 n  0.0200  0.564 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Na   22  4.29e-37  4.29e-37  0.00e+00  9.84e-37  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Na   23  1.38e-07  1.47e-05  1.46e-05  3.38e-05  3.34e-05  4.04e-03
 1.00 n  0.0200  0.564 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Mg   24  3.06e-10  2.25e-04  2.25e-04  5.16e-04  5.16e-04 -4.95e-05
 1.00 n  0.0200  0.564 Mg   25 -2.57e-09  2.95e-05  2.95e-05  6.78e-05  6.78e-05 -8.78e-05
 1.00 n  0.0200  0.564 Mg   26  2.92e-09  3.39e-05  3.39e-05  7.77e-05  7.77e-05 -1.26e-05
 1.00 n  0.0200  0.564 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Al   26  3.60e-12  3.60e-12  0.00e+00  8.25e-12  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Al   27  2.96e-10  2.54e-05  2.54e-05  5.81e-05  5.82e-05 -4.49e-05
 1.00 n  0.0200  0.564 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Si   28 -1.14e-09  2.85e-04  2.85e-04  6.54e-04  6.54e-04 -5.18e-05
 1.00 n  0.0200  0.564 Si   29 -5.46e-11  1.50e-05  1.50e-05  3.43e-05  3.43e-05 -5.16e-05
 1.00 n  0.0200  0.564 Si   30  2.03e-10  1.03e-05  1.03e-05  2.36e-05  2.36e-05 -4.15e-05
 1.00 n  0.0200  0.564 Si   31  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Si   32  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Si   33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 P    29  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 P    30  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 P    31  1.52e-11  3.56e-06  3.56e-06  8.17e-06  8.17e-06 -4.82e-05
 1.00 n  0.0200  0.564 P    32  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 P    33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 P    34  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 S    32  2.56e-09  1.73e-04  1.73e-04  3.97e-04  3.97e-04 -4.36e-05
 1.00 n  0.0200  0.564 S    33  1.07e-11  1.41e-06  1.41e-06  3.23e-06  3.23e-06 -4.68e-05
 1.00 n  0.0200  0.564 S    34  1.18e-09  8.16e-05  8.16e-05  1.87e-04  1.87e-04 -4.38e-05
 1.00 n  0.0200  0.564 S    35  5.47e-20  5.47e-20  0.00e+00  1.26e-19  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Fe   54  2.18e-11  3.11e-05  3.11e-05  7.14e-05  7.15e-05 -4.98e-05
 1.00 n  0.0200  0.564 Fe   55  2.05e-18  2.05e-18  0.00e+00  4.70e-18  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Fe   56  8.73e-10  5.11e-04  5.11e-04  1.17e-03  1.17e-03 -4.93e-05
 1.00 n  0.0200  0.564 Fe   57  1.73e-10  1.25e-05  1.25e-05  2.86e-05  2.86e-05 -4.40e-05
 1.00 n  0.0200  0.564 Fe   58  2.06e-11  1.62e-06  1.62e-06  3.70e-06  3.71e-06 -4.45e-05
 1.00 n  0.0200  0.564 Fe   59  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Fe   60  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Fe   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Co   59  2.41e-11  1.47e-06  1.47e-06  3.36e-06  3.37e-06 -4.29e-05
 1.00 n  0.0200  0.564 Co   60  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Co   61  1.04e-39  1.04e-39  0.00e+00  2.39e-39  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Ni   58  3.33e-10  2.16e-05  2.16e-05  4.95e-05  4.95e-05 -4.33e-05
 1.00 n  0.0200  0.564 Ni   59  6.32e-28  6.32e-28  0.00e+00  1.45e-27  0.00e+00  0.00e+00
 1.00 n  0.0200  0.564 Ni   60 -2.73e-12  8.55e-06  8.55e-06  1.96e-05  1.96e-05 -5.02e-05
 1.00 n  0.0200  0.564 Ni   61  4.99e-07  8.75e-07  3.75e-07  2.01e-06  8.61e-07  3.67e-01
 1.00 n  0.0200  0.564 Ni   62 -5.07e-07  7.06e-07  1.21e-06  1.62e-06  2.78e-06 -2.35e-01
 1.25 n  0.0200  0.574 g     1  2.73e-08  6.57e-08  3.84e-08  9.72e-08  5.67e-08  2.34e-01
 1.25 n  0.0200  0.574 n     1  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 p     1 -1.23e-02  4.53e-01  4.65e-01  6.70e-01  6.88e-01 -1.17e-02
 1.25 n  0.0200  0.574 D     2  3.92e-18  3.92e-18  0.00e+00  5.80e-18  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 He    3  2.38e-04  2.38e-04  0.00e+00  3.52e-04  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 He    4  1.20e-02  2.10e-01  1.98e-01  3.11e-01  2.93e-01  2.55e-02
 1.25 n  0.0200  0.574 Li    7 -5.10e-10  7.51e-10  1.26e-09  1.11e-09  1.87e-09 -2.25e-01
 1.25 n  0.0200  0.574 Be    7  5.88e-13  5.88e-13  0.00e+00  8.69e-13  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 B     8  9.47e-27  9.47e-27  0.00e+00  1.40e-26  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 C    12 -4.63e-04  1.59e-03  2.05e-03  2.35e-03  3.04e-03 -1.11e-01
 1.25 n  0.0200  0.574 C    13  3.90e-05  6.37e-05  2.47e-05  9.43e-05  3.65e-05  4.12e-01
 1.25 n  0.0200  0.574 C    14  1.23e-27  1.23e-27  0.00e+00  1.82e-27  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 N    14  5.04e-04  1.25e-03  7.48e-04  1.85e-03  1.11e-03  2.24e-01
 1.25 n  0.0200  0.574 N    15 -1.10e-06  1.85e-06  2.95e-06  2.74e-06  4.37e-06 -2.02e-01
 1.25 n  0.0200  0.574 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 O    16 -3.40e-06  6.49e-03  6.49e-03  9.60e-03  9.61e-03 -2.68e-04
 1.25 n  0.0200  0.574 O    17  9.26e-07  3.56e-06  2.63e-06  5.26e-06  3.89e-06  1.31e-01
 1.25 n  0.0200  0.574 O    18 -1.84e-06  1.28e-05  1.47e-05  1.90e-05  2.17e-05 -5.81e-02
 1.25 n  0.0200  0.574 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 F    19  1.27e-09  2.75e-07  2.74e-07  4.07e-07  4.06e-07  1.97e-03
 1.25 n  0.0200  0.574 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Ne   20  1.07e-07  1.10e-03  1.10e-03  1.62e-03  1.62e-03  1.86e-06
 1.25 n  0.0200  0.574 Ne   21  3.07e-09  2.80e-06  2.79e-06  4.14e-06  4.13e-06  4.36e-04
 1.25 n  0.0200  0.574 Ne   22 -3.46e-07  8.78e-05  8.81e-05  1.30e-04  1.30e-04 -1.75e-03
 1.25 n  0.0200  0.574 Ne   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Na   21  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Na   22  4.10e-30  4.10e-30  0.00e+00  6.06e-30  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Na   23  3.73e-07  2.30e-05  2.26e-05  3.40e-05  3.34e-05  7.06e-03
 1.25 n  0.0200  0.574 Na   24  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Mg   23  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Mg   24  3.42e-08  3.49e-04  3.49e-04  5.16e-04  5.16e-04  2.28e-06
 1.25 n  0.0200  0.574 Mg   25 -2.42e-09  4.58e-05  4.58e-05  6.78e-05  6.78e-05 -6.33e-05
 1.25 n  0.0200  0.574 Mg   26  1.26e-08  5.26e-05  5.25e-05  7.77e-05  7.77e-05  6.34e-05
 1.25 n  0.0200  0.574 Mg   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Al   25  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Al   26  2.88e-13  2.88e-13  0.00e+00  4.25e-13  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Al   26  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Al   27  3.90e-09  3.93e-05  3.93e-05  5.82e-05  5.82e-05  2.69e-06
 1.25 n  0.0200  0.574 Al   28  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Si   27  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Si   28  4.36e-08  4.42e-04  4.42e-04  6.54e-04  6.54e-04  2.38e-06
 1.25 n  0.0200  0.574 Si   29  2.31e-09  2.32e-05  2.32e-05  3.43e-05  3.43e-05  2.80e-06
 1.25 n  0.0200  0.574 Si   30  1.57e-09  1.59e-05  1.59e-05  2.36e-05  2.36e-05  2.54e-06
 1.25 n  0.0200  0.574 Si   31  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Si   32  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Si   33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 P    29  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 P    30  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 P    31  5.51e-10  5.52e-06  5.52e-06  8.17e-06  8.17e-06  3.00e-06
 1.25 n  0.0200  0.574 P    32  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 P    33  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 P    34  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 S    32  2.63e-08  2.68e-04  2.68e-04  3.97e-04  3.97e-04  2.28e-06
 1.25 n  0.0200  0.574 S    33  2.17e-10  2.18e-06  2.18e-06  3.23e-06  3.23e-06  2.85e-06
 1.25 n  0.0200  0.574 S    34  1.25e-08  1.27e-04  1.27e-04  1.87e-04  1.87e-04  2.38e-06
 1.25 n  0.0200  0.574 S    35  7.73e-20  7.73e-20  0.00e+00  1.14e-19  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Fe   54  4.82e-09  4.83e-05  4.83e-05  7.15e-05  7.15e-05  2.95e-06
 1.25 n  0.0200  0.574 Fe   55  3.23e-18  3.23e-18  0.00e+00  4.78e-18  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Fe   56  7.84e-08  7.92e-04  7.92e-04  1.17e-03  1.17e-03  2.59e-06
 1.25 n  0.0200  0.574 Fe   57  1.94e-09  1.93e-05  1.93e-05  2.86e-05  2.86e-05  3.26e-06
 1.25 n  0.0200  0.574 Fe   58  2.49e-10  2.50e-06  2.50e-06  3.71e-06  3.71e-06  2.80e-06
 1.25 n  0.0200  0.574 Fe   59  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Fe   60  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Fe   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Co   59  2.24e-10  2.27e-06  2.27e-06  3.37e-06  3.37e-06  2.49e-06
 1.25 n  0.0200  0.574 Co   60  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Co   61  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Ni   58  3.31e-09  3.35e-05  3.35e-05  4.95e-05  4.95e-05  2.54e-06
 1.25 n  0.0200  0.574 Ni   59  6.38e-28  6.38e-28  0.00e+00  9.44e-28  0.00e+00  0.00e+00
 1.25 n  0.0200  0.574 Ni   60  1.31e-09  1.33e-05  1.33e-05  1.96e-05  1.96e-05  2.54e-06
 1.25 n  0.0200  0.574 Ni   61  1.67e-06  2.25e-06  5.82e-07  3.33e-06  8.61e-07  5.87e-01
 1.25 n  0.0200  0.574 Ni   62 -1.69e-06  1.87e-07  1.88e-06  2.76e-07  2.78e-06 -1.00e+00
 1.50 n  0.0200  0.600 g     1  2.64e-08  7.75e-08  5.11e-08  8.61e-08  5.67e-08  1.81e-01
 1.50 n  0.0200  0.600 n     1  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 p     1 -1.28e-02  6.06e-01  6.19e-01  6.74e-01  6.88e-01 -9.13e-03
 1.50 n  0.0200  0.600 D     2  3.97e-18  3.97e-18  0.00e+00  4.42e-18  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 He    3  3.11e-04  3.11e-04  0.00e+00  3.45e-04  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 He    4  1.24e-02  2.76e-01  2.64e-01  3.07e-01  2.93e-01  1.99e-02
 1.50 n  0.0200  0.600 Li    7  1.37e-09  3.05e-09  1.68e-09  3.39e-09  1.87e-09  2.59e-01
 1.50 n  0.0200  0.600 Be    7  4.35e-13  4.35e-13  0.00e+00  4.83e-13  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 B     8  2.05e-25  2.05e-25  0.00e+00  2.28e-25  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 C    12 -8.01e-04  1.93e-03  2.73e-03  2.15e-03  3.04e-03 -1.51e-01
 1.50 n  0.0200  0.600 C    13  5.49e-05  8.78e-05  3.29e-05  9.75e-05  3.65e-05  4.27e-01
 1.50 n  0.0200  0.600 C    14  9.78e-28  9.78e-28  0.00e+00  1.09e-27  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 N    13  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 N    14  8.83e-04  1.88e-03  9.95e-04  2.09e-03  1.11e-03  2.76e-01
 1.50 n  0.0200  0.600 N    15 -1.79e-06  2.14e-06  3.93e-06  2.38e-06  4.37e-06 -2.63e-01
 1.50 n  0.0200  0.600 O    14  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 O    15  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 O    16 -7.20e-06  8.64e-03  8.64e-03  9.60e-03  9.61e-03 -3.98e-04
 1.50 n  0.0200  0.600 O    17  3.55e-06  7.05e-06  3.50e-06  7.83e-06  3.89e-06  3.04e-01
 1.50 n  0.0200  0.600 O    18 -3.60e-06  1.59e-05  1.95e-05  1.77e-05  2.17e-05 -8.86e-02
 1.50 n  0.0200  0.600 O    19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 F    17  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 F    18  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 F    19  2.17e-09  3.67e-07  3.65e-07  4.08e-07  4.06e-07  2.53e-03
 1.50 n  0.0200  0.600 F    20  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 Ne   19  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00  0.00e+00
 1.50 n  0.0200  0.600 Ne   20 -6.98e-10  1.46e-03  1.46e-03  1.62e-03  1.62e-03 -3.66e-05
 1.50 n  0.0200  0.600 Ne   21  3.44e-09  3.72e-06  3.72e-06  4.14e-06  4.13e-06  3.66e-04
 1.50 n  0.0200  0.600 Ne   22 -1.51e-06  1.16e-04  1.17e-04  1.29e-04  1.30e-04 -5.64e-03
